product_name,product_id,listing_price,sale_price,discount,brand,description,rating,reviews,images
Nike Air Max Tailwind IV SE,CJ9681-001,14995,10497,0,Nike,"Replicating the archival model from '99, the Nike Air Max Tailwind IV SE puts a new spin on a classic with modern detailing. Lightweight cushioning units give you comfort and style that lasts.",0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/hnfeldytklvzyycseda4/air-max-tailwind-iv-se-shoe-Fv5LNm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ozegv9tvm2f3bfoizupa/air-max-tailwind-iv-se-shoe-Fv5LNm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/v1c04ttexaqizpinfl9j/air-max-tailwind-iv-se-shoe-Fv5LNm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/mqvl4rcdoea2rqy4fqea/air-max-tailwind-iv-se-shoe-Fv5LNm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/tzdulqptrjxdhumsvihz/air-max-tailwind-iv-se-shoe-Fv5LNm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/my18kesbtihnhialxhkj/air-max-tailwind-iv-se-shoe-Fv5LNm.jpg""]"
Nike Air VaporMax 2019 Premium,AT6817-300,16995,13597,0,Nike,"The Nike Air VaporMax 2019 Premium Shoe wraps your foot in stretchy woven material that gives structure and support to your stride. Underfoot, the lightest, most flexible Air Max cushioning to date gives a super-bouncy sensation that rivals running on air. Metallic Silver accents spark a sense of style.",5.0,1,"[""https://static.nike.com/a/images/t_PDP_1728_v1/invhwattxbu9fdwbxtx2/air-vapormax-2019-shoe-cZtQ96.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/t5g0uishsx8ofkafz6yp/air-vapormax-2019-shoe-cZtQ96.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/xqrzxiv7bmu7pijil63r/air-vapormax-2019-shoe-cZtQ96.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/kcfreoywtgtlywwizaur/air-vapormax-2019-shoe-cZtQ96.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/jno4vbnghbdnh0frnuiv/air-vapormax-2019-shoe-cZtQ96.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/kmjqlguuqufvxfq9ugsz/air-vapormax-2019-shoe-cZtQ96.jpg""]"
Nike Air Max Tailwind IV,CK4122-100,15995,11197,0,Nike,"Still the world and let your attitude shine in the Nike Air Max Tailwind IV. Highly influenced by the bad girl of Air, the Air Max Plus, it refreshes the '90s classic with reflective details that take the OG's fading to new levels. A richly textured upper uses mesh and high-gloss leather, while the crisp white midsole features bursts of visible cushioning for comfort and boundless energy.",0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/la23zn0q6av9baedxbeh/air-max-tailwind-iv-shoe-6mkTwc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/jphuuhlju7rq3afbw7pi/air-max-tailwind-iv-shoe-6mkTwc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/nx5hnpssaazmxteu5gb3/air-max-tailwind-iv-shoe-6mkTwc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/vqbsxept1m0em1uwmhpp/air-max-tailwind-iv-shoe-6mkTwc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/tmkedze3ahebdpfx7idv/air-max-tailwind-iv-shoe-6mkTwc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ctmdsx4tjpr1eqfqgrfq/air-max-tailwind-iv-shoe-6mkTwc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/htdjzbndxnhvas6j59d2/air-max-tailwind-iv-shoe-6mkTwc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/tge1var2unk6qfbuh2pv/air-max-tailwind-iv-shoe-6mkTwc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/dkwybne3uucmvjhn35zk/air-max-tailwind-iv-shoe-6mkTwc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/jgh8bbctauhp2ddvkmwt/air-max-tailwind-iv-shoe-6mkTwc.jpg""]"
Nike Free RN 5.0 AW,BV7775-100,8995,5397,0,Nike,"An ideal performer for runs up to 3 miles, the Nike Free RN 5.0 AW returns to its roots as a motion shoe. A stripped-down upper with single-layer mesh stretches and moves with you. Less foam in the midsole makes it easy to hit the ground running.",5.0,1,"[""https://static.nike.com/a/images/t_PDP_1728_v1/ytlmftjk606v4npsyqua/free-rn-5-aw-running-shoe-2tbTnx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/n87wobsftmpqjbmgwv97/free-rn-5-aw-running-shoe-2tbTnx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/nvdt2djqtwe3hljzht39/free-rn-5-aw-running-shoe-2tbTnx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/frew7kytddlgbwt3db5p/free-rn-5-aw-running-shoe-2tbTnx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/mkf7jvr15k1qthl8aoyn/free-rn-5-aw-running-shoe-2tbTnx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/t3ps9qz3fmoizesiqcym/free-rn-5-aw-running-shoe-2tbTnx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/b25nogiticdbmahey1yx/free-rn-5-aw-running-shoe-2tbTnx.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/dfnsylhjacfbbmude0jt/free-rn-5-aw-running-shoe-2tbTnx.jpg""]"
Nike Free RN 5.0,CI1289-100,8995,5397,0,Nike,"An ideal performer for low-mileage sprints, the Nike Free RN 5.0 returns to its roots as a running shoe. Lightweight mesh in the upper provides more stretch to feel like a second skin. Less foam in the midsole means you're ready to hit the ground running.",0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/lrlvybh5ateqjhhejrbj/free-rn-5-running-shoe-BwjPFj.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/oli8eg7afmcnfburio3p/free-rn-5-running-shoe-BwjPFj.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/rmr9gspws8kbjbuhuqwa/free-rn-5-running-shoe-BwjPFj.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/xiwbc8t9mxwruzub72u5/free-rn-5-running-shoe-BwjPFj.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/u4utmvzrykwjzktfusdw/free-rn-5-running-shoe-BwjPFj.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ayiritkevsmbt7hmdxtx/free-rn-5-running-shoe-BwjPFj.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/lstzsp2ilq7oitgvgtnr/free-rn-5-running-shoe-BwjPFj.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/hz6g1phao5dpxy7x1mtq/free-rn-5-running-shoe-BwjPFj.jpg""]"
Nike Zoom Rival Fly,CD7287-003,7995,4797,0,Nike,"Inspired by Japan's Ekiden relay runners, the Nike Zoom Rival Fly features a futuristic look with a Zoom Air unit in the forefoot that gives you responsive propulsion. Flex grooves underneath optimise toe-off and soft foam cushions your stride. The mesh and synthetic upper blends strength and breathability.",0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/y8crsqhn2fnog8bpb3s7/zoom-rival-fly-running-shoe-gXV2M1.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/atbfooes2oucgrkkqnjf/zoom-rival-fly-running-shoe-gXV2M1.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/yo4ml3yiosgzt0ianfiz/zoom-rival-fly-running-shoe-gXV2M1.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ezn6vnuuebqwtmdbxrqc/zoom-rival-fly-running-shoe-gXV2M1.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/sw07swazdapziww8kdkw/zoom-rival-fly-running-shoe-gXV2M1.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/sblwb1llfxsom7fqekzo/zoom-rival-fly-running-shoe-gXV2M1.jpg""]"
Nike Free TR Ultra,AO3424-001,7995,6397,0,Nike,"The Nike Free TR Ultra is lightweight and flexible to be quick and adaptable for whatever workout you take on. The slip-on design has Flywire cables to securely hold your foot. Soft, flexible foam cushioning has a wider surface area for more stability.",1.0,1,"[""https://c.static-nike.com/a/images/t_PDP_1728_v1/p4wlvtyi9443xdhxvcok/free-tr-ultra-training-shoe-p9bFlq.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/zrqpcajputkos6lvrjwh/free-tr-ultra-training-shoe-p9bFlq.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/v83qggapnnahvtv5ztdf/free-tr-ultra-training-shoe-p9bFlq.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/kttvrchw055wpt2mnbt2/free-tr-ultra-training-shoe-p9bFlq.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/c1u8fjfr1izg2qydsomc/free-tr-ultra-training-shoe-p9bFlq.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/brfbqxxfweq9b8cpo97a/free-tr-ultra-training-shoe-p9bFlq.jpg""]"
Nike MX-720-818,BQ5972-001,15995,11197,0,Nike,"Disrupt the universe in your Nike MX-720-818. Featuring materials inspired by spacesuits and quilted stitching on the upper, it takes the largest Air unit to date and blends it with the futuristic look of the final frontier. Mesh on the upper keeps your feet cool while the clear sole features the black and grey reminiscent of deep space.",0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/ylyjqvrvyecdvyj9whzu/mx-720-818-shoe-KW5gsr.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/abcuzzjkzf13bijhvv9t/mx-720-818-shoe-KW5gsr.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/oudtgyklox3n7shp0jya/mx-720-818-shoe-KW5gsr.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/gse1fyd0eqm2axlsb8ii/mx-720-818-shoe-KW5gsr.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/hzaeki96fcbxp4yunhjp/mx-720-818-shoe-KW5gsr.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ac4iar2fgyncspn0pmwr/mx-720-818-shoe-KW5gsr.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/vl6eh9xeaji1asfxipoc/mx-720-818-shoe-KW5gsr.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ybvdr5qr5x8ysvatr2rf/mx-720-818-shoe-KW5gsr.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/crjmtxzurnyam9jhwyjv/mx-720-818-shoe-KW5gsr.jpg""]"
Air Jordan 7 Retro,313358-006,15995,11197,0,Nike,"The Air Jordan 7 Retro celebrates MJ's championship legacy with a reissue of his 7th game shoe, the one he famously wore to gold-medal glory.",4.8,4,"[""https://static.nike.com/a/images/t_PDP_1728_v1/mrcrd0kj4ufphrenbwvo/air-jordan-7-retro-shoe-2XK2cz.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/pdjaxrnm7cznc9alm1rv/air-jordan-7-retro-shoe-2XK2cz.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/c5du9aghy5ohpbdp9hi5/air-jordan-7-retro-shoe-2XK2cz.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/jckhouqxleav72u1cfa8/air-jordan-7-retro-shoe-2XK2cz.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/sku3dtkgealr3ffcznjp/air-jordan-7-retro-shoe-2XK2cz.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/pfxvo953lhsulev6dxma/air-jordan-7-retro-shoe-2XK2cz.jpg""]"
Nike Epic Phantom React,CI1290-100,13995,8397,0,Nike,"Soft to the touch, the Nike Epic Phantom React lets go of laces for a slip-on style that gets you up and running in no time. A snug, secure, sock-like fit within a breathable Flyknit and synthetic upper feels as though the Phantom ""disappears"" as you run.",5.0,2,"[""https://static.nike.com/a/images/t_PDP_1728_v1/awcgvayo4rwf4ovoz64m/epic-phantom-react-running-shoe-TGzpJw.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/rxbmdmfyxwj7efjwvbsy/epic-phantom-react-running-shoe-TGzpJw.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/cos25pjh7mvdwekzwer7/epic-phantom-react-running-shoe-TGzpJw.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/q4woj6geix9fqs4hsshi/epic-phantom-react-running-shoe-TGzpJw.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/q8k4luv7saxsy2ikfbaw/epic-phantom-react-running-shoe-TGzpJw.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/xdp0h4293sc8kzb6mmuh/epic-phantom-react-running-shoe-TGzpJw.jpg""]"
Nike Air Max 720 SE,BV6484-002,15995,11197,0,Nike,"Boasting Nike's tallest Air unit to date, the Nike Air Max 720 SE offers 360 degrees of cushioning and then some. With a jaw-dropping outsole and moulded upper, this shoe brings future style to the present day.",0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/7a18fee1-ee01-4903-8a13-791fc8cc1a7c/air-max-720-se-shoe-8fG2W3.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/9f08e759-6d74-4a6a-84a8-c870c18878fd/air-max-720-se-shoe-8fG2W3.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/f30bc4d2-ca00-48e0-af73-6e4bec0b6d15/air-max-720-se-shoe-8fG2W3.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/d36580d4-517d-4468-91e6-f875cdd3fc20/air-max-720-se-shoe-8fG2W3.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/cab70bf8-4b7c-46f8-b333-491f0cce80c1/air-max-720-se-shoe-8fG2W3.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/5486fc5a-3256-4cf0-9fe4-ca096eb00448/air-max-720-se-shoe-8fG2W3.jpg""]"
Nike Air Huarache Ultra,885118-001,8995,7197,0,Nike,The Nike Air Huarache Ultra Women's Sandal helps keep your feet cool and comfortable on warmer days.,4.6,12,"[""https://c.static-nike.com/a/images/t_PDP_1728_v1/gu1cpucod9vaf5oej1if/air-huarache-ultra-sandal-AKTdZEbV.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/z4jt2oho7djxpjwa2vis/air-huarache-ultra-sandal-AKTdZEbV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/kuqjbshatm7psljmmitn/air-huarache-ultra-sandal-AKTdZEbV.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/ehgeljlm8ckxpsnoty6w/air-huarache-ultra-sandal-AKTdZEbV.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/myozcptferyq0aunal7q/air-huarache-ultra-sandal-AKTdZEbV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/jq9mck0fia0ie8lzusbx/air-huarache-ultra-sandal-AKTdZEbV.jpg""]"
Nike Flex RN 2018,AA7408-008,7495,5997,0,Nike,The Nike Flex RN 2018 Women's Running Shoe delivers a flexible fit with a lightweight knit construction to help your runs feel free and easy.,3.2,15,"[""https://c.static-nike.com/a/images/t_PDP_1728_v1/onamhbuo8kpiiwuofilw/flex-rn-2018-running-shoe-CkMVTd.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/btcks7ts7nxiqfrfwzuy/flex-rn-2018-running-shoe-CkMVTd.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/mgavxkygts5t6izkifnd/flex-rn-2018-running-shoe-CkMVTd.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/nazc5wgqpi3ayftjozx7/flex-rn-2018-running-shoe-CkMVTd.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/r4vy9xcnb6c2xf9kglfq/flex-rn-2018-running-shoe-CkMVTd.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/abajygc9slptmpbxerxe/flex-rn-2018-running-shoe-CkMVTd.jpg""]"
NikeCourt Royale AC,BQ9138-601,4495,3147,0,Nike,"Winning in both style and comfort, the NikeCourt Royale AC is as easy to get on as it is to pair with your entire warm-weather wardrobe. A hidden gore strap keeps the canvas upper looking clean and classic while easing it on and off.",5.0,1,"[""https://static.nike.com/a/images/t_PDP_1728_v1/qdqyrdnjtdblvivnmqqj/nikecourt-royale-ac-slip-on-shoe-tdnKtH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/lrshdf65ikdwdph0lxcq/nikecourt-royale-ac-slip-on-shoe-tdnKtH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/l0pok4dnmim0re476svu/nikecourt-royale-ac-slip-on-shoe-tdnKtH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/xlyx2esf4fuwvlwyksj5/nikecourt-royale-ac-slip-on-shoe-tdnKtH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/cz7iyqjfysaeav5qpfa6/nikecourt-royale-ac-slip-on-shoe-tdnKtH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/atxjceyssgvklcssf2v8/nikecourt-royale-ac-slip-on-shoe-tdnKtH.jpg""]"
Jordan Air Latitude 720,AV5187-602,15995,12797,0,Nike,"Boasting a bold 720 Air unit, the Jordan Air Latitude 720 offers 360 degrees of cushioning and then some. This attention-grabbing, AJ 8–inspired shoe is a celebration of '90s Jordan heritage, big-time Air and street-ready comfort.",5.0,1,"[""https://static.nike.com/a/images/t_PDP_1728_v1/c34cc32b-67f7-493b-a4a2-aaa332debe73/jordan-air-latitude-720-shoe-6ZtZ7l.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/0ee0ea17-fb64-4f06-887d-654277dc2579/jordan-air-latitude-720-shoe-6ZtZ7l.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/992c9452-081e-45d1-9160-a24201cb17be/jordan-air-latitude-720-shoe-6ZtZ7l.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/3d63ddc6-27d1-4847-823c-02ec3a12e48c/jordan-air-latitude-720-shoe-6ZtZ7l.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/0ed56feb-2fbb-482e-8c97-9588a124c749/jordan-air-latitude-720-shoe-6ZtZ7l.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/8c8c3627-a3e0-4ae9-b353-b61e7ceb6c80/jordan-air-latitude-720-shoe-6ZtZ7l.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/a40c6fc7-684f-4ada-baec-555bf4b301f4/jordan-air-latitude-720-shoe-6ZtZ7l.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/b185fc18-1828-4cf3-b674-df7b4c5a5e2d/jordan-air-latitude-720-shoe-6ZtZ7l.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/2cd8d471-4f97-44da-a570-ec9762f3cee2/jordan-air-latitude-720-shoe-6ZtZ7l.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/90b1c371-2a7e-49f8-84c6-d9b3cdc9e149/jordan-air-latitude-720-shoe-6ZtZ7l.jpg""]"
Nike Air Force 1 '07 SE,AA0287-002,8495,6797,0,Nike,The legend lives on in the Nike Air Force 1 '07 SE. This fresh take on an icon gives you classic style while playing up the AF-1's versatility with new colours and materials.,3.6,5,"[""https://static.nike.com/a/images/t_PDP_1728_v1/m6ghpfwnibirg7bak71c/air-force-1-07-se-shoe-OGwr02.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/z3izwy2zxlbtrafdlakb/air-force-1-07-se-shoe-OGwr02.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/lltjp8srz4zbfpv1hvol/air-force-1-07-se-shoe-OGwr02.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/vddqsgro2xrgekgwehub/air-force-1-07-se-shoe-OGwr02.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ssptayookkqacngnurox/air-force-1-07-se-shoe-OGwr02.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/n3gckukjryeld0cuysp2/air-force-1-07-se-shoe-OGwr02.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/j5m7yugx9qqu9wyukite/air-force-1-07-se-shoe-OGwr02.jpg""]"
Nike Zoom Fly 3 Premium,BV7756-001,14995,10497,0,Nike,"Inspired by the Vaporfly, the Nike Zoom Fly 3 gives distance runners race-day comfort and durability. The power of a carbon-fibre plate keeps you in the running mile after mile.",5.0,1,"[""https://static.nike.com/a/images/t_PDP_1728_v1/j25auig79zd7qvcuxf2p/zoom-fly-3-running-shoe-Mcgswq.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/zo2yokamxarzo3zaro8g/zoom-fly-3-running-shoe-Mcgswq.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/cgj3jwjarkllkwn57atl/zoom-fly-3-running-shoe-Mcgswq.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/mpsehujh9hb1xentscbd/zoom-fly-3-running-shoe-Mcgswq.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/jzogazzhcmbegewksdcs/zoom-fly-3-running-shoe-Mcgswq.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/eervrfaupzrq8uwq55bj/zoom-fly-3-running-shoe-Mcgswq.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/vthnjzsatgxcd64wpsz9/zoom-fly-3-running-shoe-Mcgswq.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/nhsdzlld9fvj5svljweg/zoom-fly-3-running-shoe-Mcgswq.jpg""]"
LeBron Soldier 13 SFG,AR4225-100,11995,9597,0,Nike,"LeBron works hard in the offseason, getting stronger and fine-tuning his already devastating skills. Inspired by his dedication and commitment to inclusivity, the Soldier 13 SFG combines LeBron-tested cushioning, containment and support with a wide, flexible collar and lace-free closure that lets all players get in and out of the shoe with ease.",4.2,6,"[""https://static.nike.com/a/images/t_PDP_1728_v1/jfuiinjsyefa6gitq9ki/lebron-soldier-13-sfg-basketball-shoe-6bjdsK.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/yrkth4huqbplqtvtgv0l/lebron-soldier-13-sfg-basketball-shoe-6bjdsK.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/gprsozknw6wqdbpb7vi5/lebron-soldier-13-sfg-basketball-shoe-6bjdsK.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ibrdijdsaaxei5umv62j/lebron-soldier-13-sfg-basketball-shoe-6bjdsK.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/mjxzusus8ukhveln7zxq/lebron-soldier-13-sfg-basketball-shoe-6bjdsK.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/kbp3raqv11iwg2stnqvn/lebron-soldier-13-sfg-basketball-shoe-6bjdsK.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/d5dpjtrm3o7gdvnuxmmr/lebron-soldier-13-sfg-basketball-shoe-6bjdsK.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/wdlntzeh9qqhvjcxg3ex/lebron-soldier-13-sfg-basketball-shoe-6bjdsK.jpg""]"
Nike React Element 55 Premium,CD6964-002,11995,7197,0,Nike,"The Nike React Element 55 is a balanced blend of classic design and forward-looking innovation. Nike React foam delivers lightweight, bouncy comfort, while rubber outsole pods and an exaggerated outsole offer a cutting-edge look that begs a reaction.",4.0,1,"[""https://static.nike.com/a/images/t_PDP_1728_v1/lzztwyeow1jqb2crwqp3/react-element-55-shoe-6fV7zs.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/oq5unnrdxpl6mkj9qoov/react-element-55-shoe-6fV7zs.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/v5l4kqgsm4ixlzceckmb/react-element-55-shoe-6fV7zs.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/p8n0bmd6ufrsfcvhqi77/react-element-55-shoe-6fV7zs.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/jl3xvd5ttfpk9rhdbuam/react-element-55-shoe-6fV7zs.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/fleb9lq2cmiuawvwfmy2/react-element-55-shoe-6fV7zs.jpg""]"
Nike Free RN Flyknit 3.0,BV7782-001,11995,7197,0,Nike,Never worry about laces in the Nike Free RN Flyknit 3.0. This remix leaves them out—letting you slip in quickly and hit your stride even faster. Supportive yarns join stretchy technology for a lightweight upper that feels as good as it looks. Heel-to-toe grooves in the outsole move and bend with every stride.,0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/znfif7ia3eu2oosdlrbv/free-rn-flyknit-3-running-shoe-88KlPm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/zlt5i9rqr6cjiam8n76h/free-rn-flyknit-3-running-shoe-88KlPm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/oeddmivmlxkucqqpbo9h/free-rn-flyknit-3-running-shoe-88KlPm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/zyxtxgzg3k4xjbnkxejs/free-rn-flyknit-3-running-shoe-88KlPm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/hfzo8ma3kqnyg8iguqdd/free-rn-flyknit-3-running-shoe-88KlPm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/gyycliiiwuorvsjpvth4/free-rn-flyknit-3-running-shoe-88KlPm.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i6dqqks1o6hyo8z3cc2i/free-rn-flyknit-3-running-shoe-88KlPm.jpg""]"
Nike Air Force 1 GORE-TEX ®,CK2630-001,12995,10397,0,Nike,"The Nike Air Force 1 GORE-TEX ® retools the classic Air Force 1 with a street-approved design that meets the standards of GORE-TEX ® waterproof technology. It features water-wicking flat laces, a GORE-TEX ® bootie and GORE-TEX ® branding on the heel.",4.1,18,"[""https://static.nike.com/a/images/t_PDP_1728_v1/sm53smtkpsetwavsl36z/air-force-1-gore-tex-shoe-xz207L.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ncbprru2fm6bnvwdpaay/air-force-1-gore-tex-shoe-xz207L.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/lunektrnupkzsjezz3fv/air-force-1-gore-tex-shoe-xz207L.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/zai2tzq94s4ztk4imgti/air-force-1-gore-tex-shoe-xz207L.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/lsmrgpwofuzamb0zu1kk/air-force-1-gore-tex-shoe-xz207L.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/o1y4jt57vkgqwlmncfpx/air-force-1-gore-tex-shoe-xz207L.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/fx6miotymnchwzhssryo/air-force-1-gore-tex-shoe-xz207L.jpg""]"
